chembl_id	smiles	top_conf	c_rel	qed	mw	aromatic_rings	heavy_atoms	formal_charge
CHEMBL18041	COc1cc(N)c(Cl)cc1C(=O)NC1CN2CCC1CC2	-1.0734217166900635	0.37998366355895996	0.835	309.8	1	21	0
CHEMBL6209	CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CC)c3c2F)C1	-1.0805314779281616	0.3728739023208618	0.806	379.4	2	27	0
CHEMBL274654	Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCC(=O)O	-1.0839406251907349	0.3694647550582886	0.759	310.4	2	23	0
CHEMBL497	Oc1c(I)cc(Cl)c2cccnc12	-1.0909703969955444	0.362434983253479	0.758	305.5	2	13	0
CHEMBL276520	c1ccc2c(CCC3CCNCC3)c[nH]c2c1	-1.0983463525772095	0.35505902767181396	0.830	228.3	2	17	0
CHEMBL267744	O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl	-1.1054126024246216	0.34799277782440186	0.848	331.2	2	20	0
CHEMBL287631	NC(=O)CCC/N=C(\c1ccc(Cl)cc1)c1cc(F)ccc1O	-1.1135165691375732	0.3398888111114502	0.628	334.8	2	23	0
CHEMBL46	Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O	-1.1180568933486938	0.3353484869003296	0.728	293.4	3	22	0
CHEMBL14012	CC(C)c1ccccc1OCC1=NCCN1	-1.1295908689498901	0.3238145112991333	0.840	218.3	1	16	0
CHEMBL277522	O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1	-1.1369274854660034	0.31647789478302	0.832	254.3	2	19	0
CHEMBL19299	CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1	-1.1457401514053345	0.30766522884368896	0.888	246.3	1	18	0
CHEMBL15511	CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1	-1.1513961553573608	0.3020092248916626	0.908	359.4	2	26	0
CHEMBL284237	C[C@]12N[C@H](Cc3ccccc31)c1ccccc12	-1.1525660753250122	0.30083930492401123	0.720	221.3	2	17	0
CHEMBL701	NCC(CC(=O)O)c1ccc(Cl)cc1	-1.1599353551864624	0.29347002506256104	0.803	213.7	1	14	0
CHEMBL6	COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1	-1.1611555814743042	0.29224979877471924	0.768	357.8	3	25	0
CHEMBL336712	CN1CCN2c3ccccc3Cn3cccc3C2C1	-1.1632734537124634	0.29013192653656006	0.714	253.3	2	19	0
CHEMBL21536	CCCCCCOc1nsnc1C1=CCCN(C)C1	-1.1680960655212402	0.2853093147277832	0.719	281.4	1	19	0
CHEMBL267770	Cc1ccc(S(=O)(=O)C(CC#Cc2ccc(Cl)cc2)C(=O)O)cc1	-1.1695172786712646	0.2838881015777588	0.847	362.8	2	24	0
CHEMBL24955	CN1C(=O)CC[C@@H]2c3ccc(Cl)cc3CC[C@H]21	-1.1832720041275024	0.270133376121521	0.692	249.7	1	17	0
CHEMBL28333	CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21	-1.1845179796218872	0.26888740062713623	0.773	270.8	2	19	0
CHEMBL469	O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O	-1.1955978870391846	0.25780749320983887	0.856	255.3	2	19	0
CHEMBL11662	O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1	-1.2031728029251099	0.2502325773239136	0.814	228.3	2	17	0
CHEMBL500	CC(C)NCC(O)COc1cccc2[nH]ccc12	-1.2051973342895508	0.24820804595947266	0.732	248.3	2	18	0
CHEMBL697	CN1C(=O)CC(C)(c2ccccc2)C1=O	-1.2210183143615723	0.23238706588745117	0.646	203.2	1	15	0
CHEMBL661	Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2	-1.2567694187164307	0.19663596153259277	0.689	308.8	3	22	0
CHEMBL456	C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl	-1.2581028938293457	0.19530248641967773	0.644	303.1	1	19	0
CHEMBL589	CCCN(CCC)CCc1cccc2c1CC(=O)N2	-1.2634681463241577	0.18993723392486572	0.817	260.4	1	19	0
CHEMBL13324	O=C(O)c1cn2c(cnc3ccccc32)n1	-1.2640758752822876	0.18932950496673584	0.666	213.2	3	16	0
CHEMBL276711	Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1	-1.2672473192214966	0.18615806102752686	0.737	238.3	2	18	0
CHEMBL49	O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1	-1.2689143419265747	0.18449103832244873	0.552	385.5	1	28	0
CHEMBL2105164	Cc1cc(=O)oc2cc(OCCN3CCOCC3)cc(OCCN3CCOCC3)c12	-1.2760697603225708	0.17733561992645264	0.598	418.5	2	30	0
CHEMBL18531	CC1(C)CN2C(=O)c3[nH]cnc3N(Cc3ccc(Cl)cc3)C2=N1	-1.2799550294876099	0.17345035076141357	0.921	329.8	2	23	0
CHEMBL8184	CCCCNc1c(C(=O)OCC)cnc2c1cnn2CC	-1.2819149494171143	0.17149043083190918	0.627	290.4	2	21	0
CHEMBL33	C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23	-1.2831741571426392	0.17023122310638428	0.875	361.4	2	26	0
CHEMBL583	Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1	-1.2871729135513306	0.16623246669769287	0.880	359.4	2	26	0
CHEMBL19490	Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1	-1.2877708673477173	0.16563451290130615	0.881	291.7	2	20	0
CHEMBL457	Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1	-1.2883341312408447	0.1650712490081787	0.785	250.3	1	18	0
CHEMBL93	CC(c1cc2ccccc2s1)N(O)C(N)=O	-1.2972984313964844	0.15610694885253906	0.622	236.3	2	16	0
CHEMBL264214	CCSc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C	-1.3012890815734863	0.1521162986755371	0.572	331.5	3	22	0
CHEMBL436	COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F	-1.3019745349884033	0.15143084526062012	0.848	357.4	2	24	0
CHEMBL636	CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1	-1.3117752075195312	0.1416301727294922	0.823	250.3	1	18	0
CHEMBL9861	[O-][S+](Cc1ccccn1)c1nc2ccccc2[nH]1	-1.3183410167694092	0.13506436347961426	0.732	257.3	3	18	0
CHEMBL562	COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O	-1.3233805894851685	0.13002479076385498	0.833	352.8	1	24	0
CHEMBL281786	CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5	-1.340840458869934	0.11256492137908936	0.774	425.6	1	31	0
CHEMBL278020	CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1	-1.3540840148925781	0.09932136535644531	0.717	223.3	1	16	1
CHEMBL279433	N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1	-1.3545831441879272	0.09882223606109619	0.653	405.9	3	29	0
CHEMBL637	COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1	-1.3593887090682983	0.0940166711807251	0.898	277.4	1	20	0
CHEMBL26479	c1ccc(C2(c3ccccc3)OCC(C3CCCCN3)O2)cc1	-1.3775913715362549	0.07581400871276855	0.942	309.4	2	23	0
CHEMBL5314460	COc1c(C#N)ccc(N2C(=O)C(C)(C)N(c3ccc(C)nc3)C2=S)c1F	-1.3899095058441162	0.06349587440490723	0.756	384.4	2	27	0
CHEMBL2110986	CN1CCC/C1=N\C(=N\c1ccccc1)N1CCCC1	-1.392922282218933	0.06048309803009033	0.580	270.4	1	20	0
CHEMBL1564747	Cc1ccc(O)c(-n2nc3ccccc3n2)c1	-1.3932366371154785	0.06016874313354492	0.692	225.3	3	17	0
CHEMBL38380	O=S(=O)(c1cccc2cnccc12)N1CCCNCC1	-1.3984270095825195	0.054978370666503906	0.903	291.4	2	20	0
CHEMBL1179047	CCN(CC)CCOC(=O)c1ccc(N)cc1Cl	-1.3997681140899658	0.05363726615905762	0.637	270.8	1	18	0
CHEMBL19449	CC(C)C(=O)c1c(C(C)C)nn2ccccc12	-1.4058867692947388	0.04751861095428467	0.758	230.3	2	17	0
CHEMBL620	C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2	-1.4074594974517822	0.04594588279724121	0.680	352.5	2	26	1
CHEMBL580	O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O	-1.4175187349319458	0.03588664531707764	0.848	321.2	2	21	0
CHEMBL4	CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23	-1.4332243204116821	0.02018105983734131	0.875	361.4	2	26	0
CHEMBL645	CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1	-1.4356844425201416	0.017720937728881836	0.578	325.4	1	23	0
CHEMBL268254	O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1	-1.4371877908706665	0.016217589378356934	0.856	305.2	2	20	0
CHEMBL7010	CCNC1C2CCC(C2)C1c1ccccc1	-1.4382076263427734	0.01519775390625	0.816	215.3	1	16	0
CHEMBL568	O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O	-1.4478694200515747	0.0055359601974487305	0.846	286.7	2	20	0
CHEMBL14370	CCOc1ccccc1OC(c1ccccc1)C1CNCCO1	-1.4511045217514038	0.002300858497619629	0.889	313.4	2	23	0
