canonical_smiles,campaigns_hit,targets_hit,n_campaigns,tier_A_hits,tier_B_hits,tier_C_hits
C=C1CC2(C)CC(CC3CCCC(O)C(O)C(C)C3)CC1(O)CC2C(C)(C)O,['pak4_activator_alphaC'],['PAK4'],1,0.0,1.0,0.0
C=C1COC2CCC(N=COc3cc(N)c(N4CCCNCC4)cc3O)CC12,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0
C=C1N=C(NCCc2ccc(F)cc2)NN=C(N2CCN(Cc3ccc(O)cc3)CC2)C1=O,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
C=C1N=CC=C2CCCC12.CC(NCNc1nccn1C)=C1CCCN1,['limk1_activator_alphaC'],['LIMK1'],1,0.0,1.0,0.0
C=C1N=CN=[N+]1c1ccc2cccc(-c3ccc(C(=O)O)cc3)c2c1,['pak1_activator_alphaC'],['PAK1'],1,0.0,1.0,0.0
C=C1N=NC(c2ccc(OC)cc2)=[N+]1Cc1cccc2ccccc12,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
C=C1N=c2c(-c3cc(OC)c4[nH]c5ccccc5nc3-4)nn(C)c2=NC1C,['mtor_inhibitor'],['mTOR'],1,0.0,0.0,1.0
C=C1[C@@H]([C@]2(C)CCC[C@@H]3C(=O)CC[C@]32C)C(=O)C[C@@]12CC[C@H]1c3ccccc3O[C@H]1C2,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
C=CC(N)CNC(=O)c1ccc(CN2CCC(Nc3ccccc3C#N)CC2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0
C=CC1=CC(=O)C2C(=O)C(=c3c(C=C(C)C(=O)O)c(C)oc3=C)C(=O)C2=C1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
C=CCC1C(CCC(C2CCN(C)CC2)C2CCC3CCCC32)CCNC1O,['pak4_activator_alphaC'],['PAK4'],1,0.0,1.0,0.0
C=CNc1ccc(NS(=O)(=O)C2CCOCC2)cc1,['perp_genmol_hop'],['PERP'],1,1.0,0.0,0.0
C=Cc1ccc(NS(=O)(=O)C2CCOCC2)cc1,['perp_genmol_hop'],['PERP'],1,1.0,0.0,0.0
C=[N+]1C2=CC(=Nc3ccccc3)N[C@@H](N)[C@H]2NC1=Nc1cccc(OCC)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC#Cc1ccc(NS(=O)(=O)C2CCOCC2)cc1,['perp_genmol_hop'],['PERP'],1,1.0,0.0,0.0
CC(=CCCCNCNc1cc[n+](C)cn1)NC=NC1=CCCC2CCCC=C12,['limk1_activator_alphaC'],['LIMK1'],1,0.0,1.0,0.0
CC(=CC[C@H]1CCC[C@H](O)CC1)c1c[nH]c(-c2cc(C)[nH+]c3ccccc23)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(=Cc1cc(O)cc(O)c1)c1cc2ccccc2[nH]1,['agrin_lg3_modulator'],['AGRIN'],1,1.0,0.0,0.0
CC(=N)N=[N+]1C2C=CC=CN3C(=O)CC(=O)C(C(=O)C4CN(C)CC41)C23,['pak4_activator_alphaC'],['PAK4'],1,0.0,1.0,0.0
CC(=NN=c1[nH]c(-c2ccc3c(c2)OCCO3)cc(=O)[nH]1)c1cccc(O)c1,['cfl1_stabilizer'],['CFL1'],1,0.0,1.0,0.0
CC(=NNC(=O)N1CCCNCC1)NC(=O)NCc1ccc2ccn(C)c2c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(=Nc1ccnc2c(-c3ccccc3)cn-2n1)C1Nc2ccccc2N1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(=O)C1=C(C)c2nc(CNNN=Cc3cccnc3)nc3cccc1c23,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0
CC(=O)C1C(c2cccc(CCC(=O)O)c2)N=C2C(=O)CC3CCCC1C23,['rock2_activator_alphaC'],['ROCK2'],1,1.0,0.0,0.0
CC(=O)N(CO)N=Cc1ccc2c(c1)NC(=O)c1ncnc(N)c1C(=O)N2,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(=O)N(Cc1ccc2c(c1)C[C@H](C)N2)C1=NC(Nc2ccccc2)=C(N)C(C)=CN1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
CC(=O)N(c1ccc(Cc2ccccc2)cc1)c1ccc(-c2nnn[nH]2)cc1,['cdk5_activator_p25iface'],['CDK5'],1,0.0,1.0,0.0
CC(=O)N1CC(=NCc2ccc3ncccc3c2)c2ccc(C(=O)O)cc21,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(=O)N1CCC(n2cc(C(=O)NCCc3ccccc3)c3ccccc32)C1,['jak2_inhibitor'],['JAK2'],1,0.0,0.0,1.0
CC(=O)N1CCN(C(=O)NC2CC(O)C(O)C(C(O)S)C2)CC1,['pak4_activator_alphaC'],['PAK4'],1,0.0,1.0,0.0
CC(=O)N1CCN2c3nc4c5c(c6cnccc6c(n35)[C@@H]2C1)C=CC=C4,['limk2_atp_inhibitor'],['LIMK2'],1,0.0,0.0,1.0
CC(=O)NC1=C2C(=Nc3c2cnc2ccccc32)N(C)C1=O,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
CC(=O)NC1=CC(c2nc3ccc(C)ccc-3n2)=Cc2c(C)ccc3onc1c23,['cdk5_activator_p25iface'],['CDK5'],1,0.0,1.0,0.0
CC(=O)NC1=NN2C(=Cc3ccccc3C(O)=C2OCc2cccc(F)c2F)N1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
CC(=O)NC1CCN(Cc2cc(Oc3ccc(F)cc3)cc([SH](=O)(O)O)n2)C1,['dusp1_inhibitor'],['DUSP1'],1,0.0,1.0,0.0
CC(=O)NC1COC(Oc2ccc(C)c(=O)n2Cc2ccccc2)C1OP(=O)(O)O,['dusp1_inhibitor'],['DUSP1'],1,0.0,1.0,0.0
CC(=O)NCCCN1CC(NCCN2CCCC2)CC1c1ccc2c(=O)[nH]ccc2c1,['rock1_inhibitor_atp'],['ROCK1'],1,0.0,0.0,1.0
CC(=O)NCCCNN=Nc1nc2c3c(cccc3n1)C=Nc1cc(C)ccc1-2,['cfl1_stabilizer'],['CFL1'],1,0.0,1.0,0.0
CC(=O)NCCCNc1c(C(=O)O)ccc(-c2ccccc2)c1-c1ccccc1,['limk2_atp_inhibitor'],['LIMK2'],1,0.0,0.0,1.0
CC(=O)NCCCOC(c1ccc2c(N)nccc2c1)C1CCCNCC1,['rock1_inhibitor_atp'],['ROCK1'],1,0.0,0.0,1.0
CC(=O)NCCNC(=O)N1CCC(NC(=O)c2noc(C3CCCCC3)n2)CC1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(=O)NCCNC(=O)c1c[nH]c(-c2ccc3cc(N)ccc3c2F)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(=O)NCCOCNCc1ccccc1.Nc1ccccc1Br,['limk1_activator_alphaC'],['LIMK1'],1,0.0,1.0,0.0
CC(=O)NCc1ccc(NC(=O)Cc2ccc(CC3CCCO3)cc2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0
CC(=O)NN(c1ccc2n[nH]cc2c1)c1ncc(-c2c[nH+]n(CCCN)c2)c[nH+]1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(=O)N[C@H](c1cnon1)[C@@H](Nc1nc(C)cc(-c2ccccc2)n1)c1ccccc1,['limk2_atp_inhibitor'],['LIMK2'],1,0.0,0.0,1.0
CC(=O)N[C@]1(C)C(=O)Nc2cccc(F)c2Nc2ccnc3cccc1c23,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
CC(=O)Nc1ccc(N(CCCCN)CC2=CC3=C(C)C=NC(=O)C3=C2)cc1,['rock1_inhibitor_atp'],['ROCK1'],1,0.0,0.0,1.0
CC(=O)Nc1ccc(NC2=CC=c3ccncc3=Nc3nn(C)cc32)cc1,['jak2_inhibitor'],['JAK2'],1,0.0,0.0,1.0
CC(=O)Nc1ccc([C@@H](NN=NC2=CC(=O)NNN2)c2ccccn2)cc1,['cfl1_stabilizer'],['CFL1'],1,0.0,1.0,0.0
CC(=O)Nc1ccc2[nH]c(-c3ccc(C)cc3)c3c(=O)ncnc-3c2c1,['limk2_atp_inhibitor'],['LIMK2'],1,0.0,0.0,1.0
CC(=O)Nc1ccc2c(c1)C(O)=C1C(=O)[N+](CCc3ccc(C)cc3C)=CC(N)=C12,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(=O)Nc1ccc2c(c1)NC(O)=C(O)C(N[C@@H]1C[C@H]3CCC[C@]1(C)CC3)=N2,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
CC(=O)Nc1ccc2c(c1)nc(N1CC[C@@H](O)C1)c1nc(N)ncc12,['cfl1_stabilizer'],['CFL1'],1,0.0,1.0,0.0
CC(=O)Nc1ccc2c(c1)ncc1c(-c3cccc(-c4cccc(C)c4C)c3)ccnc12,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0
CC(=O)Nc1cccc(NC(=O)c2csc(N=C(C)NCc3ccsc3)c2)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(=O)Nc1cccc(O[C@@H](C)C(=O)N[C@@H](C(N)=O)c2ccccn2)c1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
CC(=O)Nc1cccc2c1cnc1sc(C(=O)c3cccc(F)c3)nc12,['pak1_activator_alphaC'],['PAK1'],1,0.0,1.0,0.0
CC(=O)Nc1cnc(Oc2ccc(C(=O)Nc3cccc4ccccc34)cc2)cn1,['cfl1_stabilizer'],['CFL1'],1,0.0,1.0,0.0
CC(=O)Nc1nc2c(nc[nH+]1)nc(C)[n+]1c3ccccc3c(-c3ccccc3)c21,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
CC(=O)Nc1nc2c3c(ccc4[nH+]cc(c43)-c3cccc(F)c3CO2)[nH]1,['mtor_inhibitor'],['mTOR'],1,0.0,0.0,1.0
CC(=O)Nc1ncc(Cc2cccc3nc(C)ccc23)c(Nc2ccccn2)n1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
CC(=O)OCCOCOCCOCOCCOCCOCCOCCOCCOCCO,['cfl1_stabilizer'],['CFL1'],1,0.0,1.0,0.0
CC(=O)ONCC=C1C=CC(C#CCc2ccnc(N3CCOCC3)c2)C=C1,['limk1_activator_alphaC'],['LIMK1'],1,0.0,1.0,0.0
CC(=O)Oc1ccc(-c2cc([SH](=O)(O)O)nc(-c3ccc(F)cc3F)n2)cc1,['dusp1_inhibitor'],['DUSP1'],1,0.0,1.0,0.0
CC(=O)Oc1ccc2cc(C)c3c(C)cc(-c4ccccc4)c4ccc1c2c43,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(=O)[C@H]1Cc2ccccc2N[C@H]1c1cncc(-c2ccc3c(c2)CCCC3)n1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(=O)c1cccc(NC(=O)[C@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@@H]2[C@H](C)O)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(=O)c1nn(-c2cccc(-c3cc(-c4cccc(C)c4)ncn3)c2)nc1C,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(C(O)O)C(O)C1NCC1COC1CCCN(c2ccccc2)CC1,['pak4_activator_alphaC'],['PAK4'],1,0.0,1.0,0.0
CC(C)(C)CN1C(=O)[C@@H]2[C@H]1c1ccccc1C(=O)N2c1ccccc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(C)(C)CN1CCN(C2=c3ccccc3=Nc3cccc(N)c3N2)CC1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(C)(C)CNC(=O)[C@@H]1CN(c2ccccc2)C(=O)C[C@H]1N1CCCC1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(C)(C)NC(=O)C[n+]1cnc2c(-c3ccccc3)nc3ccccc3nc1-2,['mtor_inhibitor'],['mTOR'],1,0.0,0.0,1.0
CC(C)(C)NC1=C(O)c2ccccc2NC(c2cccc(S(N)(=O)=O)c2)=C1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
CC(C)(C)[N+]1=C2N=CC(C(=O)NC[C@H]3Cc4cnc5ncccc5c4O3)=C2C(=N)N1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
CC(C)(C)c1c[nH]c(=O)c2c1=NC=2c1ccc(-c2ccccc2)cc1,['cdk5_activator_p25iface'],['CDK5'],1,0.0,1.0,0.0
CC(C)(C)c1cc(C(=O)N2CCCC2)nc(Cc2ccccc2)n1,['perp_pocket3_alphaC'],['PERP'],1,1.0,0.0,0.0
CC(C)(C)c1ccccc2nc(N[C@@H](c3ccc4nncn4c3)c3ccccn3)nc1-2,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
CC(C)(C)c1ncc2c(n1)C1(CCCC1)C(=O)N(Cc1cccc(C(=N)N)c1)C2,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(C)(C)n1cc(C(=O)NCc2cc(F)c[nH]2)c(-c2[nH+]ccc3ccccc23)[nH+]1,['perp_pocket3_alphaC'],['PERP'],1,1.0,0.0,0.0
CC(C)(COc1cccc(-c2ccccn2)n1)NC(=O)OC1CCNCC1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(C)(Nc1cc2c3ccnc-3cc[nH]c-2nc1=O)c1ccc2c(c1)OCCO2,['dusp1_inhibitor'],['DUSP1'],1,0.0,1.0,0.0
CC(C)(O)ONC(N)=NCc1ccc2c(c1)N(C(=O)c1cccc(O)c1)C(=O)C2,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(C)(O)[N+]1=CNCc2ccc(Cc3c(O)ccc4ccccc34)cc2C1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
CC(C)C(=N)CCCCN1CCCc2c(-c3c[nH]c4ccccc34)c[nH]c2C1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(C)C1CCC2CCCCC2C(COC2C(=O)C2OC(O)C(O)C(C)O)C1,['pak4_activator_alphaC'],['PAK4'],1,0.0,1.0,0.0
CC(C)CC(=O)Nc1nnc(Cn2cc(C[C@@]3(C)Cc4ccccc4O3)c3ccccc32)s1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(C)CC1=C(O)C(=O)C(=CN(C)C)[C@@H](O)c2c1ccc1ccccc21,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(C)CC1=C2CC[C@@H]3[C@H]4CC(C(=O)O)=C[C@H]4C[C@@H]4CC[C@](C)(C1=O)[C@@H]2[C@H]43,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(C)CCC(O)=N[C@H](C)C=CN=C1C[C@H](c2ccccc2)[C@@H]2CCCN12,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(C)CCCC(NC1CCCCC1)NC1CC2CC2C(O)C(O)C(O)O1,['pak4_activator_alphaC'],['PAK4'],1,0.0,1.0,0.0
CC(C)CCCCCCNC(=O)c1ccc(NC(=O)NCc2ccccc2)cc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(C)CCCCCCNc1ccc2c(CCC(=O)O)cccc2c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(C)CCCCc1nc(C2=CC=C3C2=[S+]c2ncccc23)no1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(C)CCN(Cc1nc2cccc[n+]2c2nc(N)ncc12)C1CCCCC1,['hdac2_inhibitor'],['HDAC2'],1,0.0,1.0,0.0
CC(C)CCNC(=O)Cc1cccc(Nc2cccc(-c3ccccn3)c2)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(C)CCNC(=O)c1cc(NC(=O)c2ccc(N3CCCCC3)nc2)ccc1Cl,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(C)CCNC(=O)c1cn2nc(CNC(C)(C)CC[C@@H]3CCCN(C)C3)cc2[nH]1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(C)CC[C@]1(O)C[C@@H]2[C@H]3CC[C@@H](C[C@@H]2[C@@H]1C)[C@H](C(=O)c1cnccc1O)C3,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(C)CCc1nnc(-c2cccc(NC(=O)c3nnc4ccccc4n3)c2)o1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
CC(C)CNC(O)c1ccc(C(=O)C=Cc2ccc3cnccc3c2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0
